Season,Round,Home Side,Away Side,round_num,home_Gls,away_Gls,goals_diff,shots_diff,SoT_diff,tackles_diff,touches_diff,xG_diff,home_side_rank,home_side_rolling_points,home_side_rolling_points_home,away_side_rank,away_side_rolling_points,away_side_rolling_points_away,win_loss,League,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA,Season_odds,League_odds,Home,Away,Predicted,Certainty
2023-2024,Matchweek 17,RB Leipzig,Eint Frankfurt,17.0,0,1,0.4,10.4,4.2,-7.2,35.4,2.0,4,1.6,2.6,6,1.2,1.4,0,Bundesliga,D1,2024-01-13,RB Leipzig,Ein Frankfurt,0,1,A,0,1,A,26,5,7,1,7,16,15,4,0,2,0,0,1.45,4.5,7.5,1.44,4.8,6.5,,,,1.45,4.99,6.78,1.36,5.0,7.0,1.4,5.0,7.0,1.42,5.12,7.54,2023-2024,Bundesliga,RB Leipzig,Eint Frankfurt,1,0.6747268545784231
2023-2024,Matchweek 18,Bayern Munich,Werder Bremen,18.0,0,1,0.8,8.4,4.6,1.0,198.2,1.3,2,2.4,3.0,11,1.2,0.6,0,Bundesliga,D1,2024-01-21,Bayern Munich,Werder Bremen,0,1,A,0,0,D,21,8,6,3,12,7,10,2,2,1,0,0,1.09,11.0,21.0,1.1,11.0,26.0,,,,1.08,11.78,20.98,1.05,12.0,23.0,1.08,12.0,23.0,1.09,13.0,26.0,2023-2024,Bundesliga,Bayern Munich,Werder Bremen,1,0.8900906325995318
2023-2024,Matchweek 18,Bochum,Stuttgart,18.0,1,0,0.2,1.0,-0.6,0.6,-266.0,-0.6,10,1.4,2.2,3,1.4,1.2,1,Bundesliga,D1,2024-01-20,Bochum,Stuttgart,1,0,H,0,0,D,6,17,1,4,16,16,1,7,5,3,0,0,3.6,3.8,1.95,3.7,3.75,1.93,,,,3.66,3.9,1.98,3.6,3.9,1.85,3.6,3.8,1.95,4.47,4.05,1.79,2023-2024,Bundesliga,Bochum,Stuttgart,0,0.14506695450241036
2023-2024,Matchweek 18,Darmstadt 98,Eint Frankfurt,18.0,2,2,-0.8,3.8,-0.6,-7.8,-49.2,-0.1,16,0.2,0.2,6,1.8,1.4,0,Bundesliga,D1,2024-01-20,Darmstadt,Ein Frankfurt,2,2,D,0,1,A,13,7,3,4,11,7,4,1,1,1,0,0,3.8,3.75,1.91,3.7,3.6,1.95,,,,3.91,3.71,1.96,3.6,3.7,1.91,3.8,3.6,1.95,3.75,3.53,2.09,2023-2024,Bundesliga,Darmstadt 98,Eint Frankfurt,0,0.4269219908342482
2023-2024,Matchweek 18,Freiburg,Hoffenheim,18.0,3,2,-0.2,-1.4,-0.8,-3.8,38.4,0.1,7,2.2,1.8,8,0.8,0.8,1,Bundesliga,D1,2024-01-20,Freiburg,Hoffenheim,3,2,H,1,0,H,16,16,8,4,18,10,2,2,3,3,1,0,2.0,3.8,3.4,2.0,3.75,3.4,,,,2.07,3.83,3.44,1.95,3.8,3.3,2.05,3.75,3.4,2.0,3.92,3.67,2023-2024,Bundesliga,Freiburg,Hoffenheim,0,0.3994503668532994
2023-2024,Matchweek 18,Gladbach,Augsburg,18.0,1,2,1.2,0.2,0.8,0.8,111.6,0.4,14,1.4,2.2,13,0.8,1.0,0,Bundesliga,D1,2024-01-21,M'gladbach,Augsburg,1,2,A,1,0,H,18,15,4,7,10,20,5,7,1,2,0,0,1.91,3.8,3.8,1.93,3.8,3.6,,,,1.91,3.98,3.61,1.85,4.0,3.5,1.91,4.0,3.6,1.81,4.14,4.22,2023-2024,Bundesliga,Gladbach,Augsburg,0,0.4973583523482418
2023-2024,Matchweek 18,Heidenheim,Wolfsburg,18.0,0,1,0.8,0.4,-0.6,-1.0,-91.2,0.4,11,1.6,1.6,9,0.8,1.0,0,Bundesliga,D1,2024-01-20,Heidenheim,Wolfsburg,1,1,D,1,1,D,12,12,3,3,11,10,4,2,0,1,0,0,2.7,3.5,2.55,2.7,3.6,2.45,,,,2.78,3.5,2.58,2.62,3.6,2.38,2.7,3.5,2.55,2.94,3.4,2.54,2023-2024,Bundesliga,Heidenheim,Wolfsburg,0,0.44422920133392213
2023-2024,Matchweek 18,Köln,Dortmund,18.0,0,4,-1.2,-6.6,-1.6,1.6,-39.0,-1.1,16,1.0,1.2,3,1.4,1.2,0,Bundesliga,D1,2024-01-20,FC Koln,Dortmund,0,4,A,0,1,A,16,11,5,7,16,7,13,4,2,2,0,0,4.5,4.0,1.73,4.2,4.1,1.75,,,,4.27,4.29,1.76,4.2,4.2,1.67,4.33,4.2,1.73,3.83,4.18,1.89,2023-2024,Bundesliga,Köln,Dortmund,0,0.11561588144947493
2023-2024,Matchweek 18,Mainz 05,Union Berlin,18.0,1,1,-0.6,5.2,0.8,0.2,98.2,0.4,16,0.6,0.8,15,1.4,0.2,0,Bundesliga,D1,2024-02-07,Mainz,Union Berlin,1,1,D,1,1,D,16,15,7,4,14,15,8,3,2,4,0,0,2.15,3.3,3.5,2.1,3.3,3.5,,,,2.22,3.29,3.58,2.05,3.4,3.4,2.15,3.25,3.6,2.09,3.32,4.02,2023-2024,Bundesliga,Mainz 05,Union Berlin,1,0.7269957652508927
2023-2024,Matchweek 18,RB Leipzig,Leverkusen,18.0,2,3,-0.4,4.8,2.4,1.2,-122.2,0.8,5,1.6,2.4,1,2.2,2.6,0,Bundesliga,D1,2024-01-20,RB Leipzig,Leverkusen,2,3,A,1,0,H,11,18,6,5,11,11,1,9,2,3,0,0,2.4,3.8,2.7,2.37,3.75,2.7,,,,2.44,3.78,2.79,2.38,3.7,2.62,2.45,3.6,2.75,2.5,3.77,2.76,2023-2024,Bundesliga,RB Leipzig,Leverkusen,0,0.26842515863423727
2023-2024,Matchweek 19,Augsburg,Bayern Munich,19.0,2,3,-1.2,-10.4,-4.4,-5.0,-267.4,-1.5,13,0.8,1.2,2,1.8,2.4,0,Bundesliga,D1,2024-01-27,Augsburg,Bayern Munich,2,3,A,0,2,A,14,13,7,4,12,11,4,5,2,6,0,0,8.5,5.75,1.3,9.5,5.75,1.3,,,,8.77,5.99,1.31,10.0,6.0,1.22,9.0,6.0,1.3,7.96,6.54,1.32,2023-2024,Bundesliga,Augsburg,Bayern Munich,0,0.23108972312774867
2023-2024,Matchweek 19,Dortmund,Bochum,19.0,3,0,1.0,4.4,3.4,-2.4,223.6,1.1,3,1.8,1.6,11,1.4,0.8,1,Bundesliga,D1,2024-01-28,Dortmund,Bochum,3,1,H,1,1,D,15,10,6,4,10,16,8,4,1,3,0,0,1.36,5.5,7.5,1.37,5.25,7.25,,,,1.38,5.7,7.32,1.33,5.5,7.0,1.36,5.5,7.5,1.38,5.83,7.23,2023-2024,Bundesliga,Dortmund,Bochum,1,0.8619555402913612
2023-2024,Matchweek 19,Eint Frankfurt,Mainz 05,19.0,1,0,1.4,-5.0,-0.6,6.8,58.4,-0.2,5,2.0,2.0,17,0.8,0.8,1,Bundesliga,D1,2024-01-26,Ein Frankfurt,Mainz,1,0,H,0,0,D,13,7,4,0,10,12,2,1,2,1,0,0,2.15,3.4,3.5,2.1,3.3,3.5,,,,2.17,3.44,3.54,2.0,3.5,3.5,2.1,3.4,3.6,2.25,3.36,3.49,2023-2024,Bundesliga,Eint Frankfurt,Mainz 05,1,0.8719236380729498
2023-2024,Matchweek 19,Hoffenheim,Heidenheim,19.0,1,1,0.2,1.6,1.0,-2.2,9.8,0.6,8,0.8,1.0,12,1.6,1.0,0,Bundesliga,D1,2024-01-27,Hoffenheim,Heidenheim,1,1,D,1,1,D,20,15,8,3,11,13,9,5,4,0,0,0,1.67,4.5,4.33,1.68,4.1,4.6,,,,1.7,4.28,4.64,1.65,4.2,4.4,1.67,4.2,4.6,1.74,4.3,4.51,2023-2024,Bundesliga,Hoffenheim,Heidenheim,1,0.852243476093106
2023-2024,Matchweek 19,Leverkusen,Gladbach,19.0,0,0,0.8,6.2,2.2,-1.2,228.6,1.0,1,2.6,2.6,13,0.8,0.2,0,Bundesliga,D1,2024-01-27,Leverkusen,M'gladbach,0,0,D,0,0,D,28,4,8,3,15,6,8,2,3,1,0,0,1.29,5.5,10.0,1.28,5.75,10.0,,,,1.27,6.56,9.6,1.25,6.0,9.0,1.25,6.5,10.0,1.22,7.78,10.93,2023-2024,Bundesliga,Leverkusen,Gladbach,1,0.9169791385654799
2023-2024,Matchweek 19,Stuttgart,RB Leipzig,19.0,5,2,-0.6,-5.4,-2.6,3.0,125.2,-1.0,3,0.8,2.0,5,1.0,1.0,1,Bundesliga,D1,2024-01-27,Stuttgart,RB Leipzig,5,2,H,2,1,H,19,4,11,2,9,11,9,3,1,4,0,0,2.63,3.8,2.4,2.65,3.6,2.45,,,,2.75,3.82,2.45,2.6,3.8,2.38,2.7,3.7,2.45,2.54,3.79,2.7,2023-2024,Bundesliga,Stuttgart,RB Leipzig,1,0.6392169323237434
2023-2024,Matchweek 19,Union Berlin,Darmstadt 98,19.0,1,0,0.0,-2.2,0.2,-0.2,-79.4,0.2,15,1.6,1.4,17,0.4,1.0,1,Bundesliga,D1,2024-01-28,Union Berlin,Darmstadt,1,0,H,0,0,D,19,15,6,1,13,9,4,3,3,2,0,0,1.62,3.8,5.75,1.62,4.0,5.25,,,,1.64,3.92,5.85,1.55,4.0,5.5,1.62,4.0,5.5,1.73,3.69,5.5,2023-2024,Bundesliga,Union Berlin,Darmstadt 98,1,0.6565954109400295
2023-2024,Matchweek 19,Werder Bremen,Freiburg,19.0,3,1,-0.2,-1.2,-1.2,3.4,-25.6,-1.0,10,1.8,1.6,7,2.2,1.4,1,Bundesliga,D1,2024-01-27,Werder Bremen,Freiburg,3,1,H,1,1,D,14,7,4,4,14,10,5,5,2,1,0,0,2.4,3.5,2.88,2.5,3.5,2.7,,,,2.45,3.52,2.94,2.45,3.5,2.6,2.45,3.5,2.8,2.41,3.5,3.07,2023-2024,Bundesliga,Werder Bremen,Freiburg,0,0.4801357920836521
2023-2024,Matchweek 19,Wolfsburg,Köln,19.0,1,1,0.6,-2.6,-1.2,-3.4,-39.2,-0.1,9,1.4,0.8,16,0.4,0.8,0,Bundesliga,D1,2024-01-27,Wolfsburg,FC Koln,1,1,D,1,1,D,12,6,5,2,17,12,6,3,5,3,0,0,1.83,3.75,4.2,1.82,3.7,4.2,,,,1.83,3.83,4.41,1.75,3.9,4.0,1.83,3.8,4.2,1.74,3.92,5.03,2023-2024,Bundesliga,Wolfsburg,Köln,1,0.8154320420239674
2023-2024,Matchweek 20,Bayern Munich,Gladbach,20.0,3,1,0.8,9.8,4.0,0.4,175.8,1.3,2,2.4,2.4,14,1.0,0.4,1,Bundesliga,D1,2024-02-03,Bayern Munich,M'gladbach,3,1,H,1,1,D,21,11,6,4,11,9,6,5,0,1,0,0,1.14,9.5,13.0,1.16,8.75,15.5,,,,1.15,9.2,16.53,1.11,8.5,17.0,1.13,9.0,17.0,1.14,10.09,17.99,2023-2024,Bundesliga,Bayern Munich,Gladbach,1,0.8876754625556185
2023-2024,Matchweek 20,Bochum,Augsburg,20.0,1,1,0.0,0.2,-0.6,3.2,-5.0,-0.1,11,1.4,2.2,13,0.8,1.0,0,Bundesliga,D1,2024-02-03,Bochum,Augsburg,1,1,D,1,0,H,9,12,4,6,17,14,3,5,3,1,0,0,2.15,3.4,3.4,2.15,3.6,3.2,,,,2.21,3.65,3.25,2.1,3.6,3.1,2.2,3.6,3.2,2.45,3.45,3.03,2023-2024,Bundesliga,Bochum,Augsburg,1,0.5963660419110381
2023-2024,Matchweek 20,Darmstadt 98,Leverkusen,20.0,0,2,-1.2,-6.4,-3.8,0.2,-295.8,-1.7,17,0.4,0.4,1,2.6,2.6,0,Bundesliga,D1,2024-02-03,Darmstadt,Leverkusen,0,2,A,0,1,A,8,18,6,7,14,8,4,3,2,2,0,0,9.5,6.5,1.25,9.25,6.0,1.3,,,,9.27,6.36,1.28,8.5,6.0,1.25,9.5,6.0,1.29,10.84,6.14,1.27,2023-2024,Bundesliga,Darmstadt 98,Leverkusen,0,0.12258609809006457
2023-2024,Matchweek 20,Freiburg,Stuttgart,20.0,1,3,-0.2,-1.0,0.0,-4.0,-151.6,0.7,7,1.6,1.8,3,1.2,0.6,0,Bundesliga,D1,2024-02-03,Freiburg,Stuttgart,1,3,A,1,2,A,7,17,4,9,10,7,1,6,4,2,1,0,3.1,3.6,2.2,3.0,3.7,2.2,,,,3.15,3.79,2.21,3.0,3.6,2.15,3.13,3.6,2.2,3.22,3.47,2.33,2023-2024,Bundesliga,Freiburg,Stuttgart,0,0.26253589324940035
2023-2024,Matchweek 20,Heidenheim,Dortmund,20.0,0,0,-1.4,-6.8,-3.8,2.2,-177.4,-1.7,12,1.2,1.6,4,2.2,1.6,0,Bundesliga,D1,2024-02-02,Heidenheim,Dortmund,0,0,D,0,0,D,11,13,0,5,7,7,4,6,0,2,0,0,3.75,4.5,1.8,3.8,4.1,1.8,,,,3.99,4.34,1.82,4.0,4.2,1.7,3.9,4.2,1.8,3.29,4.07,2.09,2023-2024,Bundesliga,Heidenheim,Dortmund,0,0.24410397608559023
2023-2024,Matchweek 20,Köln,Eint Frankfurt,20.0,2,0,-0.8,4.0,0.8,0.6,-69.0,-0.1,16,0.4,0.6,6,2.0,1.0,1,Bundesliga,D1,2024-02-03,FC Koln,Ein Frankfurt,2,0,H,0,0,D,14,11,4,4,8,13,7,7,1,4,0,2,3.25,3.4,2.2,3.2,3.4,2.25,,,,3.31,3.47,2.26,3.0,3.5,2.2,3.2,3.4,2.25,3.03,3.24,2.57,2023-2024,Bundesliga,Köln,Eint Frankfurt,0,0.4732349517768785
2023-2024,Matchweek 20,Mainz 05,Werder Bremen,20.0,0,1,-1.0,0.8,0.6,0.0,23.2,-0.3,17,0.6,1.0,9,1.8,1.2,0,Bundesliga,D1,2024-02-03,Mainz,Werder Bremen,0,1,A,0,1,A,20,6,5,1,22,16,11,1,4,3,0,0,2.1,3.5,3.5,2.05,3.5,3.5,,,,2.12,3.52,3.59,2.0,3.5,3.4,2.1,3.4,3.6,2.07,3.51,3.82,2023-2024,Bundesliga,Mainz 05,Werder Bremen,0,0.4525096741440867
2023-2024,Matchweek 20,RB Leipzig,Union Berlin,20.0,2,0,0.8,3.6,2.6,2.0,88.0,0.7,5,0.8,1.8,15,1.6,0.4,1,Bundesliga,D1,2024-02-04,RB Leipzig,Union Berlin,2,0,H,1,0,H,16,10,6,2,13,11,5,4,1,2,0,1,1.4,5.0,7.5,1.38,5.0,7.75,,,,1.4,4.98,7.93,1.36,4.8,7.5,1.4,5.0,7.5,1.35,5.39,9.26,2023-2024,Bundesliga,RB Leipzig,Union Berlin,1,0.9130996264307598
2023-2024,Matchweek 20,Wolfsburg,Hoffenheim,20.0,2,2,-0.4,-3.8,-0.8,2.2,-38.8,-1.2,9,1.6,1.0,7,0.4,0.2,0,Bundesliga,D1,2024-02-04,Wolfsburg,Hoffenheim,2,2,D,0,1,A,14,17,8,7,12,16,7,2,2,3,0,0,2.1,3.75,3.2,2.05,3.7,3.3,,,,2.14,3.83,3.28,2.05,3.8,3.1,2.1,3.75,3.25,2.15,3.84,3.3,2023-2024,Bundesliga,Wolfsburg,Hoffenheim,0,0.31692515894116213
2023-2024,Matchweek 21,Augsburg,RB Leipzig,21.0,2,2,-0.4,-5.6,-2.4,0.6,-195.4,-0.4,13,0.8,1.0,5,0.8,0.4,0,Bundesliga,D1,2024-02-10,Augsburg,RB Leipzig,2,2,D,1,1,D,11,9,4,6,15,10,1,3,5,1,0,0,4.0,4.2,1.75,4.1,4.2,1.75,,,,4.19,4.26,1.78,4.2,4.2,1.67,4.2,4.2,1.75,4.42,4.45,1.74,2023-2024,Bundesliga,Augsburg,RB Leipzig,0,0.25880070864933635
2023-2024,Matchweek 21,Dortmund,Freiburg,21.0,3,0,0.8,5.4,1.8,1.4,145.4,0.7,4,2.2,1.6,8,1.0,1.4,1,Bundesliga,D1,2024-02-09,Dortmund,Freiburg,3,0,H,2,0,H,17,6,8,3,13,7,5,3,2,0,0,0,1.45,4.75,6.5,1.46,4.8,6.25,,,,1.47,5.13,6.36,1.4,4.8,6.5,1.44,5.0,6.5,1.47,5.07,6.44,2023-2024,Bundesliga,Dortmund,Freiburg,1,0.6214753640091147
2023-2024,Matchweek 21,Eint Frankfurt,Bochum,21.0,1,1,0.6,0.4,0.8,-3.0,220.0,0.4,6,2.0,2.0,12,1.0,0.8,0,Bundesliga,D1,2024-02-10,Ein Frankfurt,Bochum,1,1,D,1,1,D,8,14,2,5,6,12,8,3,2,2,0,0,1.73,3.8,4.75,1.75,3.8,4.5,,,,1.76,3.82,4.86,1.7,3.8,4.4,1.73,3.8,4.75,1.81,3.84,4.63,2023-2024,Bundesliga,Eint Frankfurt,Bochum,1,0.7104543729037204
2023-2024,Matchweek 21,Gladbach,Darmstadt 98,21.0,0,0,0.2,-2.8,0.0,0.8,-41.4,0.1,15,0.8,2.0,17,0.4,0.4,0,Bundesliga,D1,2024-02-10,M'gladbach,Darmstadt,0,0,D,0,0,D,22,10,8,1,11,15,7,2,0,5,0,0,1.6,4.5,5.0,1.6,4.2,5.25,,,,1.61,4.33,5.44,1.55,4.2,5.5,1.57,4.4,5.5,1.65,4.13,5.48,2023-2024,Bundesliga,Gladbach,Darmstadt 98,1,0.6513589994855514
2023-2024,Matchweek 21,Hoffenheim,Köln,21.0,1,1,0.8,1.8,0.2,-3.4,44.4,1.2,7,0.6,1.2,16,1.0,1.0,0,Bundesliga,D1,2024-02-11,Hoffenheim,FC Koln,1,1,D,0,0,D,10,5,4,1,12,13,10,3,3,4,0,0,1.8,3.8,4.33,1.78,4.0,4.1,,,,1.86,3.9,4.12,1.73,4.0,4.0,1.83,3.9,4.1,1.75,4.05,4.74,2023-2024,Bundesliga,Hoffenheim,Köln,1,0.9257083471669854
2023-2024,Matchweek 21,Leverkusen,Bayern Munich,21.0,3,0,-0.2,0.4,-0.2,-0.2,156.6,0.1,1,2.6,2.2,2,2.4,2.4,1,Bundesliga,D1,2024-02-10,Leverkusen,Bayern Munich,3,0,H,1,0,H,14,8,8,1,13,13,4,6,3,2,0,0,2.63,3.8,2.4,2.6,3.8,2.45,,,,2.68,3.9,2.47,2.5,3.9,2.38,2.63,3.8,2.45,2.39,3.53,3.07,2023-2024,Bundesliga,Leverkusen,Bayern Munich,1,0.8043999023651123
2023-2024,Matchweek 21,Stuttgart,Mainz 05,21.0,3,1,1.8,3.6,2.6,-1.2,210.4,1.0,3,1.8,2.6,18,0.6,0.8,1,Bundesliga,D1,2024-02-11,Stuttgart,Mainz,3,1,H,2,0,H,10,16,7,6,7,9,4,5,1,1,0,0,1.44,4.5,7.5,1.43,4.75,7.0,,,,1.44,4.77,7.45,1.4,4.75,6.5,1.44,4.75,7.0,1.47,4.66,7.2,2023-2024,Bundesliga,Stuttgart,Mainz 05,1,0.9298119593181033
2023-2024,Matchweek 21,Union Berlin,Wolfsburg,21.0,1,0,-0.4,2.6,0.2,-5.4,-29.4,0.2,13,1.6,2.0,9,1.2,1.4,1,Bundesliga,D1,2024-02-10,Union Berlin,Wolfsburg,1,0,H,1,0,H,7,15,2,5,12,9,6,10,1,2,0,0,2.25,3.4,3.2,2.2,3.4,3.2,,,,2.35,3.37,3.22,2.2,3.4,3.1,2.3,3.3,3.2,2.33,3.32,3.36,2023-2024,Bundesliga,Union Berlin,Wolfsburg,0,0.3758486313797271
2023-2024,Matchweek 21,Werder Bremen,Heidenheim,21.0,1,2,0.6,-1.6,-0.2,-6.4,-27.6,-0.1,9,2.2,1.6,11,0.8,1.0,0,Bundesliga,D1,2024-02-10,Werder Bremen,Heidenheim,1,2,A,1,2,A,14,10,3,3,10,13,5,10,1,2,0,0,1.8,3.8,4.33,1.82,3.8,4.0,,,,1.86,3.79,4.25,1.75,3.9,4.0,1.85,3.8,4.1,1.86,3.79,4.39,2023-2024,Bundesliga,Werder Bremen,Heidenheim,1,0.5182040957975894
2023-2024,Matchweek 22,Bochum,Bayern Munich,22.0,3,2,-1.0,-7.2,-2.2,-0.6,-283.2,-1.0,10,1.2,2.2,2,1.8,1.8,1,Bundesliga,D1,2024-02-18,Bochum,Bayern Munich,3,2,H,2,1,H,14,26,5,10,12,10,4,9,2,4,0,1,8.0,5.75,1.33,8.5,5.75,1.32,,,,8.13,5.93,1.34,8.0,5.5,1.3,8.5,5.75,1.3,7.65,5.72,1.38,2023-2024,Bundesliga,Bochum,Bayern Munich,0,0.18462696439241064
2023-2024,Matchweek 22,Darmstadt 98,Stuttgart,22.0,1,2,-2.0,-4.4,-3.6,5.0,-230.4,-0.8,18,0.4,0.2,3,1.8,1.2,0,Bundesliga,D1,2024-02-17,Darmstadt,Stuttgart,1,2,A,0,1,A,21,13,9,4,15,14,5,3,4,5,0,1,6.5,4.75,1.44,6.5,4.5,1.47,,,,6.88,4.89,1.45,7.0,4.6,1.4,7.0,4.75,1.44,6.17,4.73,1.52,2023-2024,Bundesliga,Darmstadt 98,Stuttgart,0,0.11551098050906423
2023-2024,Matchweek 22,Freiburg,Eint Frankfurt,22.0,3,3,0.0,1.0,1.4,-1.0,-79.0,0.0,8,0.8,1.6,6,1.6,0.8,0,Bundesliga,D1,2024-02-18,Freiburg,Ein Frankfurt,3,3,D,2,2,D,13,10,8,6,8,10,6,1,0,0,0,0,2.3,3.4,3.1,2.3,3.4,3.0,,,,2.33,3.38,3.24,2.3,3.4,2.9,2.3,3.4,3.13,2.52,3.41,2.97,2023-2024,Bundesliga,Freiburg,Eint Frankfurt,1,0.644386901979627
2023-2024,Matchweek 22,Heidenheim,Leverkusen,22.0,1,2,-1.0,-9.2,-4.8,5.6,-341.2,-0.8,12,1.2,1.2,1,2.6,2.6,0,Bundesliga,D1,2024-02-17,Heidenheim,Leverkusen,1,2,A,0,1,A,6,17,3,4,15,5,4,5,2,1,0,0,8.0,5.75,1.33,7.75,5.25,1.36,,,,8.03,5.8,1.35,8.0,5.5,1.3,8.5,5.5,1.33,7.47,5.3,1.41,2023-2024,Bundesliga,Heidenheim,Leverkusen,0,0.13660350859395312
2023-2024,Matchweek 22,Hoffenheim,Union Berlin,22.0,0,1,0.6,2.4,1.4,3.6,111.8,0.7,8,0.6,1.4,13,1.6,0.4,0,Bundesliga,D1,2024-02-17,Hoffenheim,Union Berlin,0,1,A,0,0,D,16,10,4,3,10,7,6,2,3,4,1,1,2.0,3.6,3.6,1.98,3.7,3.5,,,,2.06,3.71,3.58,2.0,3.7,3.3,2.05,3.6,3.5,1.95,3.77,3.99,2023-2024,Bundesliga,Hoffenheim,Union Berlin,1,0.8427131236830042
2023-2024,Matchweek 22,Köln,Werder Bremen,22.0,0,1,-0.4,0.6,1.0,1.6,-13.4,-0.3,16,1.2,1.0,7,2.0,1.6,0,Bundesliga,D1,2024-02-16,FC Koln,Werder Bremen,0,1,A,0,0,D,10,13,2,4,16,11,5,3,4,4,0,0,2.4,3.4,2.88,2.45,3.3,2.8,,,,2.57,3.38,2.92,2.45,3.4,2.7,2.45,3.4,2.88,2.47,3.37,3.07,2023-2024,Bundesliga,Köln,Werder Bremen,0,0.3925125380935064
2023-2024,Matchweek 22,Mainz 05,Augsburg,22.0,1,0,-0.8,3.6,0.2,-2.8,77.0,-0.5,17,0.4,0.4,14,1.0,1.0,1,Bundesliga,D1,2024-02-17,Mainz,Augsburg,1,0,H,1,0,H,19,10,4,4,8,16,7,7,3,2,0,1,2.0,3.5,3.8,2.0,3.6,3.5,,,,2.03,3.66,3.72,2.0,3.6,3.4,2.0,3.6,3.7,2.0,3.65,3.9,2023-2024,Bundesliga,Mainz 05,Augsburg,1,0.5351650798135402
2023-2024,Matchweek 22,RB Leipzig,Gladbach,22.0,2,0,0.6,0.8,1.4,-1.0,98.6,0.4,5,0.8,1.8,15,1.0,0.2,1,Bundesliga,D1,2024-02-17,RB Leipzig,M'gladbach,2,0,H,1,0,H,16,13,9,0,12,13,8,4,1,5,0,0,1.36,5.5,7.0,1.38,5.5,7.0,,,,1.38,5.63,7.27,1.33,5.5,7.0,1.36,5.5,7.5,1.32,6.02,9.1,2023-2024,Bundesliga,RB Leipzig,Gladbach,1,0.8608830614433653
2023-2024,Matchweek 22,Wolfsburg,Dortmund,22.0,1,1,-1.6,-1.8,-2.0,3.6,-143.4,-1.2,10,1.2,1.0,4,2.6,1.8,0,Bundesliga,D1,2024-02-17,Wolfsburg,Dortmund,1,1,D,0,1,A,9,12,4,5,18,5,5,3,3,1,0,0,3.2,3.8,2.1,3.0,3.75,2.15,,,,3.32,3.79,2.13,3.0,3.8,2.1,3.2,3.8,2.1,3.24,3.91,2.16,2023-2024,Bundesliga,Wolfsburg,Dortmund,0,0.38975195114550615
2023-2024,Matchweek 23,Augsburg,Freiburg,23.0,2,1,-0.2,2.8,-0.6,3.0,-37.2,0.1,14,1.0,1.0,9,0.8,1.4,1,Bundesliga,D1,2024-02-25,Augsburg,Freiburg,2,1,H,0,1,A,21,5,8,1,16,11,10,2,3,1,0,0,2.2,3.6,3.1,2.3,3.6,2.9,,,,2.28,3.66,3.11,2.2,3.6,2.9,2.25,3.6,3.1,2.38,3.6,3.03,2023-2024,Bundesliga,Augsburg,Freiburg,0,0.39227614601338623
2023-2024,Matchweek 23,Bayern Munich,RB Leipzig,23.0,2,1,-0.4,7.4,-0.4,-1.4,123.4,0.8,2,1.2,2.4,5,1.4,0.6,1,Bundesliga,D1,2024-02-24,Bayern Munich,RB Leipzig,2,1,H,0,0,D,16,11,4,5,11,10,6,4,3,3,0,0,1.67,4.33,4.5,1.68,4.33,4.33,,,,1.7,4.4,4.53,1.62,4.4,4.33,1.7,4.4,4.33,1.81,4.39,4.02,2023-2024,Bundesliga,Bayern Munich,RB Leipzig,1,0.8051889124156824
2023-2024,Matchweek 23,Dortmund,Hoffenheim,23.0,2,3,1.0,-2.6,0.8,-0.4,59.8,0.4,4,2.2,2.2,7,0.6,0.2,0,Bundesliga,D1,2024-02-25,Dortmund,Hoffenheim,2,3,A,2,1,H,19,7,7,5,7,10,10,3,2,3,0,0,1.5,5.0,5.5,1.52,4.8,5.25,,,,1.51,5.16,5.52,1.44,5.0,5.5,1.5,5.0,5.5,1.44,5.61,6.29,2023-2024,Bundesliga,Dortmund,Hoffenheim,0,0.4896124235260689
2023-2024,Matchweek 23,Eint Frankfurt,Wolfsburg,23.0,2,2,0.4,-3.8,-0.6,-1.6,90.8,-0.2,6,1.2,2.0,9,1.2,1.4,0,Bundesliga,D1,2024-02-25,Ein Frankfurt,Wolfsburg,2,2,D,1,2,A,12,14,5,8,9,7,5,3,2,1,0,0,2.25,3.4,3.2,2.15,3.5,3.25,,,,2.29,3.48,3.24,2.15,3.5,3.1,2.25,3.4,3.2,2.49,3.41,3.01,2023-2024,Bundesliga,Eint Frankfurt,Wolfsburg,1,0.6759011057762133
2023-2024,Matchweek 23,Gladbach,Bochum,23.0,5,2,-0.8,3.8,0.0,-3.2,132.4,-0.2,15,0.4,1.6,11,1.6,0.4,1,Bundesliga,D1,2024-02-24,M'gladbach,Bochum,5,2,H,2,0,H,22,15,6,5,13,13,5,6,2,4,0,0,2.0,3.8,3.5,1.95,3.75,3.5,,,,2.02,3.77,3.65,1.91,3.8,3.5,2.0,3.8,3.5,2.12,3.63,3.56,2023-2024,Bundesliga,Gladbach,Bochum,1,0.5424806700787128
