Season,Round,Home Side,Away Side,round_num,home_Gls,away_Gls,goals_diff,shots_diff,SoT_diff,tackles_diff,touches_diff,xG_diff,home_side_rank,home_side_rolling_points,home_side_rolling_points_home,away_side_rank,away_side_rolling_points,away_side_rolling_points_away,win_loss,League,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA,Season_odds,League_odds,Home,Away,Predicted,Certainty
2023-2024,Matchweek 21,Bournemouth,Liverpool,21.0,0,4,1.0,-4.2,-1.8,-3.0,-142.0,-0.9,12,2.4,2.6,1,2.2,2.2,0,Premier_league,E0,2024-01-21,Bournemouth,Liverpool,0,4,A,0,0,D,11,14,1,7,9,12,8,5,1,2,0,0,4.2,4.5,1.7,4.4,4.2,1.68,,,,4.41,4.36,1.72,4.2,4.2,1.67,4.4,4.0,1.67,4.49,4.46,1.71,2023-2024,Prem,Bournemouth,Liverpool,0,0.05219495887023435
2023-2024,Matchweek 21,Brentford,Nott'ham Forest,21.0,4,2,-1.0,-1.8,0.4,-3.6,141.0,-0.4,15,0.0,1.2,17,1.4,0.8,1,Premier_league,E0,2024-01-20,Brentford,Nott'm Forest,3,2,H,1,1,D,11,12,5,3,10,14,6,4,1,3,0,0,1.91,3.6,4.0,1.93,3.6,3.75,,,,1.85,3.83,4.29,1.85,3.7,3.75,1.83,3.5,4.1,1.78,3.86,4.81,2023-2024,Prem,Brentford,Nott'ham Forest,1,0.7913017655803667
2023-2024,Matchweek 21,Brighton,Wolves,21.0,0,0,-0.8,5.4,1.8,-4.4,186.6,0.6,7,1.2,2.2,13,2.0,0.6,0,Premier_league,E0,2024-01-22,Brighton,Wolves,0,0,D,0,0,D,11,8,4,3,10,13,8,2,1,4,0,0,1.65,4.33,5.0,1.66,4.2,4.6,,,,1.66,4.28,5.01,1.57,4.2,5.0,1.6,4.0,5.0,1.67,4.25,5.15,2023-2024,Prem,Brighton,Wolves,1,0.8645452259533817
2023-2024,Matchweek 21,Burnley,Luton Town,21.0,1,1,-0.6,-2.0,-1.8,4.0,-19.8,-0.7,19,0.8,0.8,19,0.6,0.0,0,Premier_league,E0,2024-01-12,Burnley,Luton,1,1,D,1,0,H,13,14,7,5,7,12,2,8,1,0,0,0,2.0,3.6,3.6,2.0,3.5,3.6,,,,2.06,3.58,3.8,1.91,3.6,3.6,2.0,3.5,3.8,2.18,3.47,3.6,2023-2024,Prem,Burnley,Luton Town,1,0.5430512630298806
2023-2024,Matchweek 21,Chelsea,Fulham,21.0,2,0,0.8,3.0,1.0,3.4,110.8,1.5,6,1.8,2.4,13,1.2,0.4,1,Premier_league,E0,2024-01-13,Chelsea,Fulham,1,0,H,1,0,H,17,14,3,4,13,9,6,4,5,1,0,0,1.6,4.2,5.25,1.58,4.33,5.25,,,,1.65,4.22,5.13,1.6,4.2,4.75,1.6,4.2,5.25,1.67,4.15,5.3,2023-2024,Prem,Chelsea,Fulham,1,0.7272791128110079
2023-2024,Matchweek 21,Everton,Aston Villa,21.0,0,0,-0.6,-2.4,0.0,2.4,-134.0,-0.2,10,1.2,1.8,3,1.8,1.4,0,Premier_league,E0,2024-01-14,Everton,Aston Villa,0,0,D,0,0,D,10,16,2,5,13,14,4,5,1,4,0,0,2.8,3.5,2.45,2.8,3.6,2.35,,,,2.81,3.62,2.49,2.7,3.6,2.38,2.75,3.4,2.4,2.55,3.61,2.79,2023-2024,Prem,Everton,Aston Villa,0,0.2256761665961978
2023-2024,Matchweek 21,Manchester Utd,Tottenham,21.0,2,2,-1.8,-5.0,-2.8,-4.0,-38.8,-1.4,9,0.8,1.4,4,2.4,1.6,0,Premier_league,E0,2024-01-14,Man United,Tottenham,2,2,D,2,1,H,9,16,2,6,8,5,8,13,2,1,0,0,2.2,3.75,3.0,2.15,3.9,2.95,,,,2.22,3.97,3.01,2.15,3.9,2.88,2.15,3.75,2.9,1.99,4.02,3.59,2023-2024,Prem,Manchester Utd,Tottenham,0,0.49064542123868826
2023-2024,Matchweek 21,Newcastle Utd,Manchester City,21.0,2,3,-0.6,-5.8,-3.0,7.8,-253.8,-0.1,10,0.6,2.4,2,2.6,1.8,0,Premier_league,E0,2024-01-13,Newcastle,Man City,2,3,A,2,1,H,12,27,5,11,7,7,3,13,1,2,0,0,5.5,4.33,1.55,5.25,4.33,1.57,,,,5.63,4.53,1.56,5.5,4.33,1.53,5.5,4.1,1.53,5.1,4.25,1.67,2023-2024,Prem,Newcastle Utd,Manchester City,0,0.2297677980236424
2023-2024,Matchweek 21,Sheffield Utd,West Ham,21.0,2,2,-0.2,2.4,-0.4,5.6,-45.4,0.1,18,1.8,1.8,7,2.0,1.4,0,Premier_league,E0,2024-01-21,Sheffield United,West Ham,2,2,D,1,1,D,21,16,6,5,11,10,4,1,3,1,1,1,3.4,3.3,2.2,3.4,3.4,2.15,,,,3.45,3.47,2.2,3.3,3.5,2.05,3.4,3.25,2.1,2.82,3.35,2.67,2023-2024,Prem,Sheffield Utd,West Ham,0,0.2547595442831787
2023-2024,Matchweek 22,Aston Villa,Newcastle Utd,22.0,1,2,0.0,-1.2,-0.6,-7.8,21.4,-0.3,5,1.4,2.4,10,0.6,0.0,0,Premier_league,E0,2024-01-30,Aston Villa,Newcastle,1,3,A,0,2,A,12,14,6,5,14,12,8,7,4,1,0,0,1.85,4.0,3.8,1.85,4.0,4.0,,,,1.85,4.05,4.02,1.83,3.9,3.6,1.83,4.0,3.9,1.86,4.08,4.06,2023-2024,Prem,Aston Villa,Newcastle Utd,1,0.5664545067389535
2023-2024,Matchweek 22,Crystal Palace,Sheffield Utd,22.0,3,3,0.2,-3.2,1.0,-5.0,15.2,-0.5,15,1.0,0.8,19,1.4,0.6,0,Premier_league,E0,2024-01-30,Crystal Palace,Sheffield United,3,2,H,2,2,D,12,9,4,5,8,18,11,1,1,4,0,0,1.62,3.6,6.5,1.63,3.75,5.5,,,,1.64,3.93,5.81,1.6,3.75,5.5,1.62,3.8,6.0,1.61,4.01,6.2,2023-2024,Prem,Crystal Palace,Sheffield Utd,1,0.7589387787885125
2023-2024,Matchweek 22,Fulham,Everton,22.0,0,0,-0.4,3.2,0.8,-0.2,184.4,-0.3,13,0.6,2.4,11,0.8,1.8,0,Premier_league,E0,2024-01-30,Fulham,Everton,0,0,D,0,0,D,25,21,6,4,6,13,15,6,1,2,0,0,2.45,3.2,3.0,2.4,3.25,2.95,,,,2.46,3.32,3.08,2.3,3.4,2.9,2.4,3.3,3.0,2.23,3.27,3.64,2023-2024,Prem,Fulham,Everton,0,0.44871425954981436
2023-2024,Matchweek 22,Liverpool,Chelsea,22.0,4,1,-0.4,4.8,2.2,2.8,-99.8,-0.3,1,2.2,1.8,6,2.4,0.8,1,Premier_league,E0,2024-01-31,Liverpool,Chelsea,4,1,H,2,0,H,28,4,13,3,15,16,8,1,2,4,0,0,1.57,4.33,5.25,1.58,4.4,5.0,,,,1.58,4.64,5.29,1.53,4.6,4.8,1.53,4.33,5.25,1.66,4.46,4.89,2023-2024,Prem,Liverpool,Chelsea,1,0.9131254137887945
2023-2024,Matchweek 22,Luton Town,Brighton,22.0,4,0,0.6,-1.0,-0.2,2.2,-275.0,-0.3,18,0.8,1.2,8,1.2,1.0,1,Premier_league,E0,2024-01-30,Luton,Brighton,4,0,H,3,0,H,18,9,8,2,13,14,7,4,2,2,0,0,4.2,4.2,1.75,4.2,4.0,1.77,,,,4.43,4.06,1.78,4.0,4.0,1.73,4.5,3.9,1.75,4.29,3.99,1.83,2023-2024,Prem,Luton Town,Brighton,0,0.1905525699203351
2023-2024,Matchweek 22,Manchester City,Burnley,22.0,3,1,1.2,12.0,5.4,-9.2,468.0,1.6,2,2.6,1.6,20,0.8,0.8,1,Premier_league,E0,2024-01-31,Man City,Burnley,3,1,H,2,0,H,14,8,4,3,3,13,7,3,2,2,0,0,1.08,12.0,21.0,1.1,11.0,23.0,,,,1.11,12.41,18.6,1.06,11.0,23.0,1.07,10.0,26.0,1.11,11.5,23.0,2023-2024,Prem,Manchester City,Burnley,1,0.9688652858137645
2023-2024,Matchweek 22,Nott'ham Forest,Arsenal,22.0,1,2,0.0,-8.4,-2.4,6.6,-225.2,-0.6,17,1.2,0.6,3,1.4,1.4,0,Premier_league,E0,2024-01-30,Nott'm Forest,Arsenal,1,2,A,0,0,D,9,19,3,3,6,7,2,11,0,1,0,0,7.5,5.0,1.4,7.5,5.0,1.39,,,,7.77,5.14,1.4,8.0,4.8,1.35,8.5,5.0,1.36,9.02,5.14,1.38,2023-2024,Prem,Nott'ham Forest,Arsenal,0,0.09395812041331654
2023-2024,Matchweek 22,Tottenham,Brentford,22.0,4,3,0.8,5.8,2.0,2.0,115.4,0.6,3,2.0,1.8,16,0.6,0.0,1,Premier_league,E0,2024-01-31,Tottenham,Brentford,3,2,H,0,1,A,19,9,5,5,13,15,5,3,2,3,0,0,1.67,4.2,4.75,1.55,4.5,5.25,,,,1.69,4.32,4.7,1.6,4.33,4.5,1.62,4.1,4.6,1.62,4.56,5.18,2023-2024,Prem,Tottenham,Brentford,1,0.9011492781029123
2023-2024,Matchweek 22,West Ham,Bournemouth,22.0,1,1,-0.4,-8.2,-1.2,1.2,-93.4,-0.4,7,2.2,2.2,12,1.8,2.4,0,Premier_league,E0,2024-02-01,West Ham,Bournemouth,1,1,D,0,1,A,9,9,3,4,13,11,1,5,1,3,0,0,2.4,3.75,2.75,2.35,3.7,2.75,,,,2.45,3.71,2.8,2.38,3.7,2.6,2.38,3.5,2.7,2.51,3.54,2.89,2023-2024,Prem,West Ham,Bournemouth,1,0.8167655305631023
2023-2024,Matchweek 22,Wolves,Manchester Utd,22.0,3,4,0.6,2.0,1.0,3.8,-16.6,0.5,14,2.0,2.2,8,1.0,0.8,0,Premier_league,E0,2024-02-01,Wolves,Man United,3,4,A,0,2,A,16,21,7,8,10,10,4,5,2,5,0,0,2.63,3.6,2.55,2.7,3.6,2.4,,,,2.7,3.51,2.64,2.62,3.6,2.38,2.6,3.4,2.5,3.01,3.46,2.46,2023-2024,Prem,Wolves,Manchester Utd,0,0.22090176303042247
2023-2024,Matchweek 23,Arsenal,Liverpool,23.0,3,0,-1.2,-1.8,-4.4,-6.2,78.4,-1.0,3,1.4,2.4,2,2.6,2.6,1,Premier_league,E0,2024-02-04,Arsenal,Liverpool,3,1,H,1,1,D,15,10,7,1,11,11,2,4,6,2,0,1,2.2,3.6,3.1,2.25,3.6,2.95,,,,2.24,3.72,3.15,2.15,3.75,2.9,2.15,3.5,3.1,2.2,3.75,3.26,2023-2024,Prem,Arsenal,Liverpool,1,0.5472973713951144
2023-2024,Matchweek 23,Bournemouth,Nott'ham Forest,23.0,1,1,-0.4,4.4,0.0,-1.2,101.2,0.2,12,1.4,2.0,17,1.2,0.8,0,Premier_league,E0,2024-02-04,Bournemouth,Nott'm Forest,1,1,D,1,1,D,9,8,2,6,19,12,11,6,3,2,1,0,1.7,4.2,4.5,1.68,4.1,4.6,,,,1.71,4.2,4.68,1.65,4.0,4.5,1.65,3.9,4.75,1.66,4.37,5.01,2023-2024,Prem,Bournemouth,Nott'ham Forest,1,0.695455213035131
2023-2024,Matchweek 23,Brentford,Manchester City,23.0,2,3,-0.6,-10.4,-3.4,7.4,-344.2,-0.8,16,0.6,1.2,1,3.0,1.8,0,Premier_league,E0,2024-02-05,Brentford,Man City,1,3,A,1,1,D,9,25,3,15,2,4,8,13,1,0,0,0,7.0,4.75,1.4,6.75,4.8,1.43,,,,7.44,5.09,1.41,7.0,5.0,1.36,7.5,4.8,1.36,7.8,5.4,1.39,2023-2024,Prem,Brentford,Manchester City,0,0.12303083530445719
2023-2024,Matchweek 23,Brighton,Crystal Palace,23.0,4,1,-0.6,2.4,0.6,-5.0,259.8,0.9,7,1.2,2.2,15,1.0,0.4,1,Premier_league,E0,2024-02-03,Brighton,Crystal Palace,4,1,H,3,0,H,13,7,6,5,8,14,3,2,1,3,0,0,1.7,4.0,4.75,1.66,4.0,4.8,,,,1.71,4.04,4.85,1.6,4.0,5.0,1.67,3.8,4.75,1.74,3.82,5.23,2023-2024,Prem,Brighton,Crystal Palace,1,0.8430612662142049
