Round,round_num,home_Gls,Away_Gls,goals_difference,shots_difference,SoT_difference,tackles_difference,touches_difference,xG_difference,home_side_rank,away_side_rank,rolling_points_difference,rolling_points_home_difference,rolling_points_away_difference
Matchweek 28,28,0,0,-0.4,1.4,0.8,-2.4,-126.8,-0.4,12,5,-1.2,-0.40000000000000013,-0.40000000000000013
Matchweek 28,28,4,0,1.6,4,1.8,3.8,96.6,0.3,2,20,2,0.60000000000000009,1.6
Matchweek 28,28,0,0,0.2,1.6,1.2,-1.2,230,-0.4,2,4,-0.19999999999999996,-0.39999999999999991,-0.60000000000000009
Matchweek 28,28,1,0,0.6,1.8,2.2,2.8,-40.4,0.1,14,9,-0.60000000000000009,0,-0.79999999999999993
Matchweek 28,28,1,2,1,-5.4,-1.2,4.2,-7.4,-0.7,11,15,0.79999999999999993,-0.40000000000000013,-1.4
Matchweek 28,28,0,1,0,-1,-1.2,-1.8,-182.2,-0.4,15,7,0.79999999999999993,0.8,-0.8
Matchweek 29,29,3,0,0.2,2.8,0,-0.8,110.4,0.8,14,15,-0.19999999999999996,0.19999999999999996,0.59999999999999987
Matchweek 29,29,1,1,-1.2,-1.4,-2.2,-7.2,-125,-0.8,16,2,-0.79999999999999982,-0.60000000000000009,-1.0000000000000002
Matchweek 29,29,0,0,-0.4,-5.6,-3.2,6.4,-217.2,-0.7,13,2,-0.40000000000000013,-0.60000000000000009,0
Matchweek 29,29,1,2,0.4,-1,-1,-1.6,59.6,0.5,18,11,1.6,-0.39999999999999991,0
Matchweek 29,29,0,1,-0.2,-0.4,-0.8,-4.6,-51.6,-0.1,7,5,-0.40000000000000013,-1.4000000000000001,-0.19999999999999996
Matchweek 29,29,3,1,1.2,1.4,0.6,-0.8,102.2,0.5,1,16,1.2,1.4,1.8
Matchweek 29,29,1,0,-0.4,-4.2,-0.8,-0.6,-25.6,-0.2,20,10,-1,-0.20000000000000007,-0.79999999999999993
Matchweek 29,29,2,1,0.8,2.2,1,-0.2,104,0.2,5,12,0,0.60000000000000009,0.6
Matchweek 29,29,0,1,-0.4,2.2,0,2.2,-43.6,0.3,19,8,0,0.39999999999999991,-0.8
Matchweek 29,29,3,1,-0.4,-2,1.4,3.6,-143.2,-0.3,4,9,0,0.79999999999999982,0.60000000000000009
Matchweek 30,30,0,3,1,-0.2,-1,-1.6,-48,0.5,10,7,0.19999999999999996,1.8,-1
Matchweek 30,30,3,1,-0.2,0.4,-0.2,1,-20.6,-0.1,8,18,-0.59999999999999987,0.19999999999999996,-0.40000000000000013
Matchweek 30,30,2,5,0.4,1.2,2.8,3.8,196.2,0,5,19,0.60000000000000009,1.0000000000000002,1.2
Matchweek 30,30,1,1,0.2,4.6,1.2,-3.4,76,0.5,8,13,0.19999999999999996,-0.59999999999999987,0.40000000000000013
Matchweek 30,30,1,1,0.2,7.6,2.4,3.8,109.2,0.4,12,20,0.4,0.20000000000000007,0.79999999999999993
Matchweek 30,30,0,2,0.2,-1.4,0,4.4,-25,-0.3,3,1,-0.39999999999999991,-0.59999999999999987,-0.79999999999999982
Matchweek 30,30,2,1,-0.4,-1,-0.8,-8.6,29.2,-0.3,2,15,0.60000000000000009,0.60000000000000009,-0.60000000000000009
Matchweek 30,30,3,2,-1.8,-2,0.4,0.4,-216.2,-0.6,14,5,-0.8,-0.40000000000000013,0.20000000000000007
Matchweek 30,30,3,2,0.4,0.6,-0.4,9.6,60.6,0.2,10,16,0,-0.6,-0.6
Matchweek 30,30,2,3,-1.2,1,0.2,0.6,66.4,-0.6,16,4,-1.4,-1.4,-0.40000000000000013
Matchweek 31,31,0,0,0.6,-2.2,1.2,7,10.2,0,15,8,-0.19999999999999996,0.59999999999999987,0
Matchweek 31,31,1,2,0.2,-3.4,0,-5.2,-34.8,-0.8,17,13,-0.60000000000000009,-0.59999999999999987,0.39999999999999991
Matchweek 31,31,1,4,-0.2,-8,-3.8,-0.8,-200.6,-0.7,13,5,-0.40000000000000013,-0.60000000000000009,-0.8
Matchweek 31,31,0,1,-0.2,-0.4,0.6,2.4,-17.6,-0.3,18,16,0.4,-0.19999999999999996,0.8
Matchweek 31,31,2,1,0.2,0.2,0.2,-2,132.4,0.1,6,10,0.40000000000000013,-1,1
Matchweek 31,31,1,2,1.4,-0.2,1.4,-2.8,140.8,0.6,1,10,1.4,1.5999999999999999,1.6
Matchweek 31,31,0,3,-1,-4.4,-1.6,-0.2,-161.8,-0.9,20,8,-0.59999999999999987,-0.8,-0.20000000000000007
Matchweek 31,31,1,3,1.8,-0.6,0,6,48.4,0.6,7,2,0,0.79999999999999982,-0.79999999999999993
Matchweek 31,31,3,0,-0.2,-2.8,-1.8,-3,-35.2,-0.1,19,12,0.19999999999999996,0.6,0.20000000000000007
Matchweek 31,31,3,2,0.2,-0.2,-0.8,-5.6,-195.8,0.2,3,4,0.60000000000000009,0.59999999999999987,-0.60000000000000009
Matchweek 32,32,1,1,0.8,1.4,-0.2,-2.8,101.2,0.5,8,18,0.79999999999999993,0.59999999999999987,-0.8
Matchweek 32,32,1,2,-1,-5,-2,1.8,-132.4,-0.9,12,1,-1,-1,-1.6
Matchweek 32,32,0,0,0.2,5.8,3.4,-3.2,173.2,1,5,16,0.60000000000000009,0.60000000000000009,0.60000000000000009
Matchweek 32,32,2,2,-1.4,0.6,-0.2,-7.4,-111.8,-0.5,8,7,-0.19999999999999996,-1.5999999999999999,2
Matchweek 32,32,1,1,-0.2,-1.8,-0.6,3.6,-177.2,-0.1,10,6,-0.19999999999999996,1,-1
Matchweek 32,32,3,0,0.2,-1.2,0.8,-1.2,145.2,-0.2,3,19,0,0,1.4000000000000001
Matchweek 32,32,3,1,0,-1,-0.2,1,180.2,0.2,2,17,1.2000000000000002,1.4000000000000001,0.19999999999999996
Matchweek 32,32,3,2,-1,1.6,0.4,3,52.2,0.3,13,4,-0.60000000000000009,-0.39999999999999991,-0.8
Matchweek 32,32,3,1,0.6,9.8,3,1.6,77.6,0.8,10,14,0.19999999999999996,-0.40000000000000013,-0.79999999999999993
Matchweek 32,32,1,0,0.4,3.8,1.8,2,119.2,0.6,15,20,0,-0.19999999999999996,0.8
Matchweek 33,33,0,0,0.4,-0.4,-0.2,1.6,49.8,0,8,8,0.19999999999999996,0.59999999999999987,-0.8
Matchweek 33,33,2,1,-0.6,0.6,1.2,-3.6,36.4,-0.2,8,19,-0.6,0.19999999999999996,0.59999999999999987
Matchweek 33,33,0,0,-1,-1.4,0,-0.8,-126.2,-0.6,18,7,-0.60000000000000009,-1.5999999999999999,1.4000000000000001
Matchweek 33,33,0,0,-0.4,-2.6,-0.8,5.6,-215.4,-0.5,11,2,-0.40000000000000013,-1.0000000000000002,-0.40000000000000013
Matchweek 33,33,2,1,1.2,7,2.2,-0.8,223.6,0.7,3,14,0.39999999999999991,0.19999999999999996,1.4000000000000001
Matchweek 33,33,1,2,-0.4,1,1,0.2,134.6,-0.8,6,13,-0.39999999999999991,-1.4,1.5999999999999999
Matchweek 33,33,5,2,0.6,0.2,0.2,-6,107.2,0.7,1,12,1.2,0.60000000000000009,2.4
Matchweek 33,33,1,0,-0.8,-4.6,-2.4,-4.2,-77.6,-0.3,20,16,-0.8,-0.79999999999999993,-0.8
Matchweek 33,33,0,1,0.8,-4.2,-2.4,-4.6,-228.4,-0.1,4,4,0.39999999999999991,1,-0.39999999999999991
Matchweek 33,33,0,4,-0.4,-2.6,-1,6,140.2,-0.3,15,17,0.39999999999999991,0.19999999999999996,-0.19999999999999996
Matchweek 34,34,2,0,-0.4,2.2,-0.8,-4.2,113.6,-0.1,14,11,-0.8,-0.19999999999999996,-0.39999999999999991
Matchweek 34,34,1,2,-0.4,2.8,0.6,1.4,-39.4,0.3,17,4,-1,-2.2,0.19999999999999996
Matchweek 34,34,2,0,1,3.2,2.4,1,208.8,0.8,4,18,1.6,0.8,0.39999999999999991
Matchweek 34,34,0,2,-1.8,-10.4,-3.8,7.4,-243.2,-1.2,15,1,-2,-0.8,-2.2
Matchweek 34,34,1,2,-0.6,-2.8,-2,3.2,-19.4,-0.5,10,8,0.19999999999999996,-0.39999999999999991,0.8
Matchweek 34,34,2,4,0.2,-1.8,-1,-2.2,22.2,0.1,2,6,0.80000000000000027,1.6,-0.19999999999999996
Matchweek 34,34,0,2,1,-0.6,0.6,-1.2,-205.6,0.6,13,8,1.4,1.2000000000000002,-0.59999999999999987
Matchweek 34,34,1,1,0.2,2,1.2,3.2,-101.2,0.4,11,3,-0.19999999999999996,0,-1
Matchweek 34,34,4,0,0.8,3,0.8,0.8,108.4,1,7,20,-0.39999999999999991,1.7999999999999998,0
Matchweek 34,34,1,1,0.8,0.4,1,-2.4,-125.2,0.7,19,15,0,0.60000000000000009,-0.8
Matchweek 35,35,3,1,-0.8,2.4,-0.2,-3.6,239.4,-0.1,8,19,0.20000000000000018,-0.60000000000000009,0.59999999999999987
Matchweek 35,35,1,3,-0.2,-1.2,0.2,-1.4,-113.4,-0.3,9,2,-0.19999999999999996,-0.80000000000000027,-1
Matchweek 35,35,0,2,-1.4,-1.4,-0.6,2.4,64,-0.9,18,17,-0.19999999999999996,0,0.40000000000000013
Matchweek 35,35,3,1,-1,-2,-0.4,3,-84.8,-0.7,11,7,0.19999999999999996,-1.5999999999999999,0.99999999999999989
Matchweek 35,35,2,5,-0.4,1.8,0.6,4.8,244.6,-0.6,3,12,-1,-0.8,0.20000000000000018
Matchweek 35,35,2,0,0.4,4.4,3,0.6,78,0.6,6,13,0.60000000000000009,-1.2000000000000002,1.4
Matchweek 35,35,1,1,0.6,3.2,-0.8,-7.8,-13.4,-0.1,1,4,0.39999999999999991,0.19999999999999996,1
Matchweek 35,35,0,2,-0.4,0.4,-1.4,2.2,24.4,-0.3,20,14,0.60000000000000009,0.19999999999999996,-0.60000000000000009
Matchweek 35,35,0,1,1.2,-1,0.6,-5,10,0.1,5,9,1,1.4,-0.60000000000000009
Matchweek 35,35,2,1,0.4,-0.6,1.6,1.4,63.8,-0.4,14,16,0.39999999999999991,-0.19999999999999996,0.8
Matchweek 36,36,1,1,-0.8,2.2,0.2,2.8,-68,-0.1,16,4,-0.19999999999999996,-1,-0.59999999999999987
Matchweek 36,36,0,4,0.6,4.4,0.2,-7.8,-63.6,0.6,17,9,-0.40000000000000013,-0.20000000000000007,-0.19999999999999996
Matchweek 36,36,0,1,-0.2,-4,0.2,5.2,1.4,-0.1,4,8,0,0.60000000000000009,0
Matchweek 36,36,3,2,-0.4,-5,-2.4,1.6,-88,-0.3,14,10,-0.6,-0.39999999999999991,-0.39999999999999991
Matchweek 36,36,0,1,0.6,4.2,1.2,-0.4,3.8,0.5,10,20,0.6,-0.19999999999999996,1.4000000000000001
Matchweek 36,36,1,2,0.2,-2.6,-1.4,-0.8,-95,0.2,2,3,0.60000000000000009,0.19999999999999996,0.19999999999999996
Matchweek 36,36,4,4,0.2,-6.6,-0.2,2.2,-247.2,-0.3,13,1,0.39999999999999991,0.19999999999999996,-1.6
Matchweek 36,36,4,1,1,-0.2,2.2,2.8,8,0.6,12,18,0.4,1.2,-0.4
Matchweek 36,36,2,0,0.6,-0.2,-0.8,0.6,-21,0.7,7,15,-1,1.5999999999999999,-0.79999999999999993
Matchweek 36,36,1,1,-0.8,-7.2,-5.2,-0.6,-196.4,-0.4,19,6,-1.2,1,-1.8
Matchweek 37,37,3,2,-2,-3.6,-2,0.8,-222,-0.6,15,1,-1.2000000000000002,-0.19999999999999996,-1.8
Matchweek 37,37,0,3,-0.2,-5.8,-3,-1,-197.2,-0.5,17,6,-0.40000000000000013,-0.19999999999999996,-1.0000000000000002
Matchweek 37,37,2,1,-1.2,-7,-2.6,-3.6,-20.6,-0.4,4,3,-0.39999999999999991,-0.40000000000000013,0.39999999999999991
Matchweek 37,37,1,3,0,-0.8,0.8,5,-217.2,-0.1,14,7,-1.0000000000000002,0.39999999999999991,-1.2
Matchweek 37,37,1,0,0,-1.4,-1.2,4.2,-38.2,0.5,10,16,-0.39999999999999991,-0.4,0.60000000000000009
Matchweek 37,37,1,1,1.4,4,2,-0.6,76.4,0.9,2,18,0.99999999999999989,0.59999999999999987,1
Matchweek 37,37,2,0,2.4,3.6,3,-4.6,-76.6,1.3,11,20,0.8,0.8,0.59999999999999987
Matchweek 37,37,0,2,0.4,-1.6,0.6,-2.4,12,-0.1,13,9,-0.20000000000000018,1.2,-1.2000000000000002
Matchweek 37,37,1,1,0.2,-0.6,0,1.6,44.2,0.4,7,11,0.40000000000000013,1,-0.19999999999999996
Matchweek 37,37,1,3,-0.2,-4.8,-0.2,2.4,-261.8,-0.3,19,4,-0.4,-1.2,-0.8
Matchweek 38,38,2,0,0.4,-1.4,0.2,-2.8,71,0,7,15,1.2000000000000002,0,1.2
Matchweek 38,38,2,1,0.4,5.4,1.8,-1,-92.6,-0.1,10,6,-0.60000000000000009,0,-1.6
Matchweek 38,38,0,3,-2.2,-0.4,-1.8,4.8,123.2,-1.2,18,10,-1.6,-1.8,-1.2
Matchweek 38,38,3,1,0.8,1.4,2,8.2,122.2,-0.1,9,19,1.6,0.19999999999999996,1.2000000000000002
Matchweek 38,38,2,3,0,1.2,-0.2,2.4,16,-0.4,5,7,-0.20000000000000018,-0.59999999999999987,1.2000000000000002
Matchweek 38,38,2,0,0.8,5.2,0.6,-3,230.8,0.9,4,14,0.8,-0.19999999999999996,1.4000000000000001
Matchweek 38,38,5,0,2.2,2,1.8,-5.4,170.8,0.7,1,12,0.20000000000000018,0.99999999999999989,1
Matchweek 38,38,1,0,-1,-3.6,-2.4,4.8,10.6,-0.7,20,17,0,0.79999999999999993,-1
Matchweek 38,38,3,0,-0.2,4,-1.2,-6.8,71.6,0.5,3,13,0.59999999999999987,-0.19999999999999996,1
Matchweek 38,38,1,2,-0.8,0.8,1,2,-24.4,-0.5,16,2,-0.19999999999999996,-0.19999999999999996,-1.2000000000000002
Matchweek 6,6,3,1,-0.4,5.4,-0.6,-5,-3.6,0.1,8,8,-0.60000000000000009,-0.60000000000000009,0.40000000000000013
Matchweek 6,6,3,3,-1.4,-15.6,-5.4,4.2,-232.2,-1.9,8,2,-1,-0.5,-1.6
Matchweek 6,6,0,1,0.4,-5.4,0,3.4,-81,-0.9,3,3,0.60000000000000009,-0.20000000000000018,0.20000000000000018
Matchweek 6,6,1,1,-0.4,-1.2,-1.6,-2.8,-56.6,-0.2,14,3,-1.4,-0.60000000000000009,-0.39999999999999991
Matchweek 6,6,2,0,1.6,4.4,2.4,0.4,9.2,0.6,3,20,2,1.8,1.6
Matchweek 6,6,1,1,-1.2,-0.6,-0.4,2.8,36.4,-0.6,16,8,-1.2000000000000002,0.20000000000000018,-1.0000000000000002
Matchweek 6,6,2,1,0.2,-6.4,-2,-0.8,119,-0.6,8,16,0.6,0.6,0.19999999999999996
Matchweek 6,6,0,1,1,4.2,3,0.6,132.2,0.5,1,7,1.6,-0.60000000000000009,1.8
Matchweek 6,6,0,1,0.4,-5.2,-0.8,-1,-95.2,-0.3,16,14,0,0.4,-0.60000000000000009
Matchweek 6,6,1,1,0,-3,0.4,-2.4,36.6,0.1,13,16,0.79999999999999993,0.8,-1.8
Matchweek 7,7,0,0,0.2,-2.4,-0.6,4.6,126.4,-0.1,4,9,0.19999999999999996,0,-0.60000000000000009
Matchweek 7,7,0,0,0.4,4.4,2.2,-0.6,-26,0.6,17,20,0.6,0.6,1.2
Matchweek 7,7,3,1,1.4,-0.6,0.6,0,83,0.2,1,18,1.4,0.8,1.2000000000000002
Matchweek 7,7,2,2,0,-0.6,-0.2,0.8,-13.2,-0.2,14,9,0,0.40000000000000013,-0.39999999999999991
Matchweek 7,7,1,0,0.2,5.2,1.4,3.2,121,0.4,16,14,-0.20000000000000007,-0.19999999999999996,0.6
Matchweek 7,7,2,2,0.2,4.8,2.2,-0.2,-61.8,0.8,3,4,-0.39999999999999991,0,1.2000000000000002
Matchweek 7,7,1,1,-0.2,5,1,-3.6,142.2,0.4,1,4,0.39999999999999991,-0.40000000000000013,1.2000000000000002
Matchweek 7,7,1,1,-0.6,-3.2,0.6,7.2,84.6,-0.2,9,8,-0.8,0,0.59999999999999987
Matchweek 7,7,1,2,0.4,5.6,2.4,-3.2,120.4,0.3,12,7,0,-0.10000000000000009,0.50000000000000022
Matchweek 7,7,2,1,-0.6,0.4,-0.4,-3.2,137.6,0.5,12,18,0.6,-0.4,-0.59999999999999987
Matchweek 8,8,2,2,-0.6,0,1,-2.4,-105,-0.2,12,14,0.8,0.79999999999999982,1
Matchweek 8,8,2,3,0.2,2.4,0.8,-2,-51,-0.3,12,9,-0.19999999999999996,1.4,-0.39999999999999991
Matchweek 8,8,0,1,-0.4,-2.8,-2.2,-2.8,-169.6,-0.2,9,1,-0.39999999999999991,-0.5,0.099999999999999867
Matchweek 8,8,0,1,0.6,-3,-1,4,-12,0,6,9,1.4,1,-0.40000000000000013
Matchweek 8,8,4,2,-0.2,-5.8,-2.6,7.8,-140.8,-0.2,7,4,-0.60000000000000009,-0.19999999999999996,-1.8
Matchweek 8,8,2,0,1,3.6,0.6,-1.8,188.8,0.8,3,18,1.4000000000000001,1.6,0.79999999999999993
Matchweek 8,8,1,3,0.6,2.6,-0.2,2,-136.2,0.3,19,7,-0.20000000000000007,-0.8,0.19999999999999996
Matchweek 8,8,0,0,-0.4,-0.8,-0.4,-5.8,-107.6,-0.2,20,5,-1.4000000000000001,-2,-1.4
Matchweek 8,8,1,0,-0.2,-3.6,-1.4,-0.6,-76.6,-0.1,16,16,-0.4,-0.8,-0.99999999999999989
Matchweek 8,8,0,5,-1.6,-10.6,-3,1.6,-215,-2,15,2,-1,-1.2000000000000002,-1.6
Matchweek 9,9,3,1,0.2,2,0.8,2,62.6,0.3,8,13,0.80000000000000027,0,0.8
Matchweek 9,9,1,2,-0.4,-3.2,-1.2,-4.6,-152.2,0,12,4,0,-0.19999999999999996,0.89999999999999991
Matchweek 9,9,1,4,-0.4,-5.4,-1.2,9,-74.8,-0.8,6,3,-0.40000000000000013,-0.20000000000000018,0
Matchweek 9,9,6,0,1.8,1,2.2,1,125.4,0.7,1,20,2,2.4,1.4000000000000001
Matchweek 9,9,1,1,0.6,0,-0.4,0,139,0.4,15,19,0.79999999999999993,0,0
Matchweek 9,9,2,5,0.4,3.8,-0.6,4.8,100.2,0.4,8,14,0.59999999999999987,1,0.79999999999999993
Matchweek 9,9,1,1,-0.8,5.8,1.2,3.2,23.2,-0.1,16,10,-1.4,1,-0.40000000000000013
Matchweek 9,9,0,5,-1.4,0,-0.4,-1.6,19.8,-1.3,4,2,-0.80000000000000027,-1,0.39999999999999991
Matchweek 9,9,2,2,0,-1,-0.8,3.6,-24.8,-0.1,16,18,0.8,0.20000000000000007,0.4
Matchweek 9,9,1,0,-0.2,5.6,0.6,-5,-30.8,0.5,6,10,0.19999999999999996,-0.60000000000000009,0
Matchweek 10,10,1,4,0.4,-3.4,-0.8,-1.4,-28.8,-0.3,14,5,0,0.60000000000000009,-1.2000000000000002
Matchweek 10,10,4,1,-1,-0.2,-0.8,0.2,49.8,-0.6,18,12,-0.99999999999999989,-0.19999999999999996,-2
Matchweek 10,10,0,2,0.4,1.2,0.6,3.4,18,0.4,7,6,-0.20000000000000018,-0.19999999999999996,-0.59999999999999987
Matchweek 10,10,2,2,2.8,4.8,3.4,-6.4,81.4,1.5,2,7,1.0000000000000002,0.20000000000000018,1
Matchweek 10,10,0,2,0.6,3.8,1.6,-6.4,68.8,0.8,3,12,1.4000000000000001,1.4000000000000001,0.99999999999999989
Matchweek 10,10,0,3,-1.6,-2.8,-2.8,2.8,-211.8,-1.1,19,1,-1.7999999999999998,-1.4,-1.2
Matchweek 10,10,1,2,-0.6,-6.6,-1.6,-6.6,-125.8,-0.7,20,15,-0.79999999999999993,-1.4000000000000001,-0.60000000000000009
Matchweek 10,10,0,3,0,-6.2,-1.6,8.2,12.8,-0.5,11,4,0,0,-0.59999999999999987
Matchweek 10,10,0,1,1,-2,1.2,-4.4,-60.8,0.4,15,15,0.39999999999999991,0,0.19999999999999996
Matchweek 10,10,2,1,0.4,-5.2,0.2,-11,-12.8,-0.2,7,10,1.2,-1.7999999999999998,0.8
Matchweek 11,11,1,0,0.8,2.2,2,-1.2,90,0,4,17,1.4000000000000001,1.2,0.19999999999999996
Matchweek 11,11,1,2,1.2,3.4,2.8,0.2,18.4,0.8,14,19,0.4,0.60000000000000009,1.8
Matchweek 11,11,1,1,0,2.4,1.6,4,247.6,0.3,7,19,0.4,0.39999999999999991,1.2000000000000002
Matchweek 11,11,1,1,1.2,1,1,3,204.6,0.5,1,18,1.4,1.5999999999999999,1.8
Matchweek 11,11,2,0,-0.2,3.6,0,2.4,73.6,-0.1,10,9,-1.2000000000000002,0.79999999999999993,-1.6
Matchweek 11,11,0,0,0.2,2.4,-0.4,7,-130,0.3,10,12,0,0.19999999999999996,-0.19999999999999996
Matchweek 11,11,1,1,-1,-1.2,-3.6,2.2,-23.2,-0.7,15,7,-0.39999999999999991,-0.60000000000000009,-0.59999999999999987
Matchweek 11,11,0,1,-0.6,0.2,-0.8,-1.2,-116,-0.6,5,2,-1.2,-1.2000000000000002,0.39999999999999991
Matchweek 11,11,1,0,-0.2,2.8,-0.4,1.4,32.6,0.4,13,15,0.59999999999999987,-1,-0.4
Matchweek 11,11,2,2,-1.8,2.8,0,4,-182.6,-0.8,5,2,0.19999999999999996,-0.80000000000000027,-0.39999999999999991
Matchweek 12,12,2,0,0.2,0.2,0,-0.4,-133.6,0,13,8,-0.60000000000000009,0,-1
Matchweek 12,12,4,3,-0.4,-0.6,-0.2,-5.8,-158,0.2,16,10,-0.60000000000000009,0,-0.8
Matchweek 12,12,0,3,-1,-4.8,0.4,5.8,-190.8,-0.8,8,1,-1,-0.59999999999999987,-1.2000000000000002
Matchweek 12,12,4,0,1.6,1.2,0.2,-1.2,222,0.5,2,4,-0.40000000000000013,-0.19999999999999996,1.2000000000000002
Matchweek 12,12,3,0,1,1.8,2.6,-14.4,220.4,0.9,2,10,1.6,0.19999999999999996,1
Matchweek 12,12,3,2,-0.2,-8.6,-4.4,3.8,-150.6,-1,19,16,-0.19999999999999996,-0.4,-1.2000000000000002
Matchweek 12,12,2,1,-0.6,-2.2,-0.2,-3.2,-91.2,-0.6,19,14,-1,-0.8,-0.8
Matchweek 12,12,2,2,-0.2,-5.2,-0.2,-1,78.4,-0.2,10,16,-0.60000000000000009,0.19999999999999996,0.39999999999999991
Matchweek 12,12,4,2,-0.2,-2,-1,2.8,-173.2,0,14,5,-0.20000000000000007,-0.59999999999999987,-1.2
Matchweek 12,12,1,0,-0.2,-7.4,-1.4,3.2,0,-0.3,5,5,0,-0.19999999999999996,-0.20000000000000018
Matchweek 13,13,2,0,0.4,3.4,3,-2.6,145.4,0.9,4,20,1,2.2,0.79999999999999993
Matchweek 13,13,1,0,0.4,2,2,-8,38.2,0.4,11,11,-0.2,-1.6,0.8
Matchweek 13,13,0,0,-0.4,-7.2,-1,-2.8,71,-0.3,9,16,-0.6,-0.19999999999999996,0.8
Matchweek 13,13,1,0,1.2,1.6,3,-4.8,-225.2,0.3,11,11,0.60000000000000009,0.60000000000000009,-0.60000000000000009
Matchweek 13,13,1,1,1.4,6.2,2.2,1,184.6,0.6,1,5,2,0.60000000000000009,0.8
Matchweek 13,13,1,3,0.8,0.8,1,-0.6,68.2,0.5,11,10,1,0.40000000000000013,0.19999999999999996
Matchweek 13,13,4,2,-0.4,-0.2,2.2,3.4,110.4,-0.4,5,16,0.19999999999999996,0.39999999999999991,0.19999999999999996
Matchweek 13,13,4,0,2.4,2.8,3.2,-2.6,203.8,1.3,2,16,0.20000000000000018,0.8,1.6
Matchweek 13,13,2,1,0.4,4,2.2,-3,273.6,0.9,2,8,0.39999999999999991,0.60000000000000009,0.39999999999999991
Matchweek 13,13,0,0,-0.4,0.4,-1,-3.4,-123.8,-0.5,19,5,-0.60000000000000009,-0.39999999999999991,-1.8
Matchweek 14,14,1,2,-0.6,-6.6,-3,8.4,-279.8,-1.4,11,2,-1.2,-0.60000000000000009,-1.8
Matchweek 14,14,1,4,-2.8,-4.8,-2.6,14.6,-175.4,-1.6,14,2,-2,-0.40000000000000013,-1.4000000000000001
Matchweek 14,14,1,0,-0.6,6.2,1,4.6,-45,-0.1,12,14,0,-0.60000000000000009,0
Matchweek 14,14,3,2,-0.4,-6.4,-2.6,0.6,-35.4,-0.3,4,4,-1.5999999999999999,-1.8,0.40000000000000013
Matchweek 14,14,1,1,0,0.6,0,-1.6,-69.8,-0.4,20,19,-0.39999999999999991,0.19999999999999996,-0.20000000000000007
Matchweek 14,14,2,2,-0.4,0.8,-2.4,-7.6,39.2,-0.1,17,6,0,0.40000000000000013,-0.60000000000000009
Matchweek 14,14,1,0,-0.8,-2.4,-2.4,-1.6,123,-0.3,10,14,-0.19999999999999996,0.8,-0.59999999999999987
Matchweek 14,14,1,2,-0.6,-6.4,-2.2,1.4,-313.2,-0.3,18,1,-1.0000000000000002,-1.2,-1.4000000000000001
Matchweek 14,14,1,1,0.8,-0.6,0.2,0.4,-137.2,-0.3,8,9,0.79999999999999993,0,0.40000000000000013
Matchweek 14,14,0,0,-1.6,-4.8,-2.4,7.2,137,-0.5,6,12,-0.60000000000000009,-0.19999999999999996,1.6
Matchweek 15,15,2,1,0,-1.4,-1.8,4.2,-15.6,-0.6,10,7,0.19999999999999996,0,-0.39999999999999991
Matchweek 15,15,2,1,-1,-2.8,-2.2,6.6,-34.8,-0.5,12,5,-1.6,-1.8,-0.59999999999999987
Matchweek 15,15,2,2,0.2,8.4,1.6,5.4,29,0.3,13,14,1.2000000000000002,1.6,-0.19999999999999996
Matchweek 15,15,1,0,0.2,-3,-0.2,-1.2,-29,0.1,4,16,0.19999999999999996,-1,1
Matchweek 15,15,1,0,-1,-2.2,-1.8,-1.2,-66.2,-0.7,19,14,-1.2000000000000002,-1,0
Matchweek 15,15,1,1,0.2,0.6,0,-2.8,-101,-0.1,16,10,0.59999999999999987,0.60000000000000009,0.19999999999999996
Matchweek 15,15,3,0,-0.6,-1.4,-1.8,-2.6,131.6,0.2,7,20,-0.60000000000000009,0.19999999999999996,-0.19999999999999996
Matchweek 15,15,1,3,-0.2,-3.4,-2,1.6,-386.4,0,18,1,-1.7999999999999998,-1.2,-1.4000000000000001
Matchweek 15,15,3,2,-0.4,-7,-0.6,1.2,-241.2,-1,5,3,-1.2000000000000002,-1,-1.4
Matchweek 15,15,0,1,-2.6,-7,-3,8.2,-79.4,-1.5,7,1,-0.60000000000000009,0.19999999999999996,-0.20000000000000018
Matchweek 16,16,3,0,0.2,1.4,0.4,3.8,96.6,0.3,5,17,0.19999999999999996,1,0.59999999999999987
Matchweek 16,16,2,1,-0.4,-3.6,-0.6,2.2,97.6,-0.4,12,18,0.20000000000000007,0,0
Matchweek 16,16,0,2,-0.6,0.2,-0.4,3.2,41.6,0,10,6,-0.8,0.19999999999999996,0
Matchweek 16,16,0,0,-0.2,1.8,0.2,3.2,-2.8,-0.2,15,6,0.60000000000000009,1,-0.79999999999999993
Matchweek 16,16,3,2,0.6,-0.4,-0.2,-10,60.4,0.2,3,15,0.20000000000000018,-0.19999999999999996,1.8
Matchweek 16,16,3,1,0.6,1,1,1.4,46.2,0.6,13,13,-0.20000000000000007,0.39999999999999991,0.60000000000000009
Matchweek 16,16,4,0,0.4,-1.4,1.2,6.6,110.4,0.4,6,19,-0.60000000000000009,0.8,0.6
Matchweek 16,16,1,0,1.4,5.8,2.2,-12,214.8,1.7,1,10,0.8,1.0000000000000002,0.80000000000000027
Matchweek 16,16,1,0,2,10.4,5.4,-7.4,273.8,1.5,1,9,2,0,1
Matchweek 16,16,0,1,-0.4,1.8,0,-1.6,10.6,-0.1,20,4,0.20000000000000018,0.19999999999999996,-0.39999999999999991
